City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
372,Mendoza,-32.89,-68.83,64.22,54,0,3.67,AR,1605858213
373,Tezu,27.92,96.17,77.47,37,79,2.73,IN,1605858355
374,Quelimane,-17.88,36.89,87.8,66,75,13.87,MZ,1605858356
375,Kamaishi,39.27,141.88,59.0,100,75,3.36,JP,1605858356
376,Flinders,-34.58,150.86,73.0,78,8,9.78,AU,1605858347
377,Meulaboh,4.14,96.13,82.18,79,71,8.5,ID,1605858196
378,Loukhi,66.08,33.04,31.15,98,100,8.39,RU,1605858356
379,Ferkessédougou,9.6,-5.2,76.37,45,0,0.72,CI,1605858357
380,Port Shepstone,-30.74,30.45,69.08,69,0,9.84,ZA,1605858357
381,Bubaque,11.28,-15.83,82.62,67,0,8.7,GW,1605858357
382,Joshīmath,30.57,79.57,53.94,29,0,9.13,IN,1605858357
383,Mehamn,71.04,27.85,35.6,80,75,31.09,NO,1605858357
384,Prievidza,48.77,18.63,42.01,91,100,6.76,SK,1605858358
385,Klaksvík,62.23,-6.59,41.0,100,100,21.92,FO,1605858358
386,Codrington,-38.27,141.97,57.38,84,92,13.44,AU,1605858358
387,Gbarnga,7.0,-9.47,74.41,90,43,0.34,LR,1605858358
388,Tahe,52.33,124.73,20.5,80,100,2.33,CN,1605858359
389,Warrington,53.39,-2.58,46.0,87,100,8.05,GB,1605858359
390,Sanmenxia,34.77,111.18,49.41,54,100,17.96,CN,1605858359
391,Āreka,7.07,37.7,74.16,38,0,6.46,ET,1605858359
392,Guayape,14.72,-86.83,63.28,94,16,3.47,HN,1605858359
393,Coari,-4.08,-63.14,74.71,96,76,2.39,BR,1605858360
394,Shīeli,44.17,66.75,26.64,78,48,6.4,KZ,1605858360
395,Nemuro,43.32,145.57,50.0,81,75,5.82,JP,1605858360
396,Lavrentiya,65.58,-171.0,27.28,98,100,19.08,RU,1605858360
397,Krutaya Gorka,55.36,73.22,19.4,57,0,13.42,RU,1605858360
398,Gien,47.69,2.63,42.01,98,75,4.03,FR,1605858361
399,Kiama,-34.68,150.87,73.0,78,3,13.22,AU,1605858352
400,Bambous Virieux,-20.34,57.76,80.01,88,75,5.82,MU,1605858361
401,Mucuri,-18.09,-39.55,75.58,90,94,12.68,BR,1605858361
402,Tommot,58.96,126.29,-4.74,88,70,2.33,RU,1605858362
403,Khovd,48.01,91.64,18.41,53,0,2.42,MN,1605858362
404,Methóni,36.82,21.7,61.0,50,20,5.82,GR,1605858362
405,Aleksandrov Gay,50.15,48.57,25.77,67,0,9.51,RU,1605858362
406,Parlākimidi,18.77,84.08,89.4,43,8,1.9,IN,1605858363
407,Tarakan,3.3,117.63,83.95,69,100,7.31,ID,1605858363
408,Galesong,-5.32,119.37,80.6,94,75,5.82,ID,1605858363
409,Berlevåg,70.86,29.09,35.6,80,75,31.09,NO,1605858363
410,Nago,26.59,127.98,77.0,83,75,4.7,JP,1605858363
411,Pekan,3.48,103.4,89.6,66,40,3.36,MY,1605858364
412,Ampanihy,-24.7,44.75,92.3,21,0,11.14,MG,1605858364
413,Khanpur,28.65,70.66,80.29,16,0,3.83,PK,1605858364
414,Naberera,-4.2,36.93,70.09,75,98,8.72,TZ,1605858364
415,Batagay-Alyta,67.8,130.41,-2.4,83,90,2.93,RU,1605858365
416,Rundu,-17.93,19.77,71.47,79,100,12.71,NA,1605858365
417,Ruwi,23.6,58.55,84.2,54,20,14.99,OM,1605858365
418,Easton,40.69,-75.22,37.99,86,1,6.87,US,1605858112
419,Hamilton,39.18,-84.53,55.0,34,40,13.87,US,1605858366
420,Bonfim,3.08,-59.95,75.54,82,30,7.87,BR,1605858366
421,Bondoukou,8.03,-2.8,75.47,79,3,3.87,CI,1605858366
422,Manzhouli,49.6,117.43,12.47,87,56,14.38,CN,1605858366
423,Byron Bay,-28.65,153.62,75.2,64,0,14.99,AU,1605858289
424,Pudozh,61.81,36.53,40.17,71,100,15.88,RU,1605858367
425,Hanzhong,33.07,107.03,49.55,74,100,5.46,CN,1605858367
426,Ha Tinh,18.33,105.9,81.09,76,54,5.91,VN,1605858367
427,Aripuanã,-9.17,-60.63,71.65,98,81,1.63,BR,1605858368
428,Bairiki Village,1.33,172.98,82.4,83,40,11.41,KI,1605858248
429,Pitanga,-24.76,-51.76,53.44,97,46,5.99,BR,1605858368
430,Hays,30.05,-98.03,61.0,92,0,7.34,US,1605858368
431,Kurchum,48.57,83.65,19.11,76,1,4.09,KZ,1605858369
432,Zaykovo,57.56,62.76,32.77,89,98,12.75,RU,1605858369
433,Malanje,-9.54,16.34,68.0,94,90,9.17,AO,1605858369
434,Seabra,-12.42,-41.77,66.25,94,100,2.86,BR,1605858369
435,Saint-Louis,16.33,-15.0,68.0,56,0,2.24,SN,1605858370
436,Saint-Joseph,-21.37,55.62,78.8,54,20,8.05,RE,1605858370
437,‘Āhuimanu,21.44,-157.84,78.8,65,40,10.29,US,1605858370
438,Quatre Cocos,-20.21,57.76,80.01,88,75,5.82,MU,1605858370
439,Rūdbār,30.15,62.6,53.96,36,0,6.76,AF,1605858370
440,Khalkhāl,37.62,48.53,38.37,77,84,4.79,IR,1605858371
441,Faanui,-16.48,-151.75,80.08,73,6,8.59,PF,1605858371
442,Mossamedes,-15.2,12.15,69.8,73,0,9.06,AO,1605858371
443,Jumla,29.27,82.18,55.9,29,0,7.49,NP,1605858371
444,Zamora,-4.07,-78.96,66.63,67,92,5.01,EC,1605858371
445,Marabu,4.41,114.01,84.2,79,40,3.36,MY,1605858372
446,Durban,-29.86,31.03,69.8,68,75,8.05,ZA,1605858077
447,San Jeronimito,17.55,-101.33,76.03,53,0,4.76,MX,1605858372
448,Íquira,2.65,-75.63,65.05,80,87,1.88,CO,1605858372
449,Akçaabat,41.02,39.57,51.8,71,75,4.7,TR,1605858373
450,Salamanca,40.83,-6.0,42.01,90,0,3.0,ES,1605858373
451,Kahului,20.89,-156.47,75.2,69,20,10.29,US,1605858373
452,Altamont,42.21,-121.74,28.99,86,1,4.7,US,1605858373
453,Palana,59.12,159.97,15.8,98,100,3.13,RU,1605858374
454,Juneau,58.3,-134.42,28.99,79,90,5.99,US,1605858374
455,Asău,46.43,26.4,37.0,42,34,1.45,RO,1605858374
456,Cobija,-11.03,-68.77,66.43,93,97,2.68,BO,1605858374
457,Zacualpan,21.25,-105.17,73.99,82,0,6.24,MX,1605858375
458,Bima,-8.47,118.72,88.29,59,77,1.41,ID,1605858375
459,Olds,51.78,-114.1,10.0,100,100,5.82,CA,1605858375
460,Yumen,40.28,97.2,25.23,87,100,4.47,CN,1605858375
461,Hayden,47.77,-116.79,35.6,98,75,8.05,US,1605858199
462,Amalāpuram,16.58,82.02,87.8,70,40,4.7,IN,1605858376
463,Uauá,-9.84,-39.48,73.0,83,100,12.48,BR,1605858376
464,Santiago de Cao,-7.96,-79.24,62.98,87,100,11.54,PE,1605858376
465,Fort Saint James,54.43,-124.25,7.41,94,100,1.79,CA,1605858376
466,Miguel Alves,-4.17,-42.9,73.24,94,100,2.35,BR,1605858377
467,Belmonte,-15.86,-38.88,77.0,88,75,9.17,BR,1605858377
468,Vardø,70.37,31.11,33.8,94,90,41.38,NO,1605858377
469,Quepos,9.42,-84.17,68.0,100,20,2.24,CR,1605858377
470,Bathsheba,13.22,-59.52,78.8,83,20,20.8,BB,1605858377
471,Verkhnevilyuysk,63.45,120.32,-1.16,92,100,6.08,RU,1605858378
472,Coyhaique,-45.58,-72.07,49.87,85,8,5.1,CL,1605858378
473,Gurupá,-1.41,-51.64,72.12,97,100,0.76,BR,1605858378
474,Inhambane,-23.86,35.38,77.0,88,75,12.75,MZ,1605858378
475,Amga,60.9,131.96,-3.3,91,100,3.78,RU,1605858378
476,Weligama,5.97,80.42,82.54,76,36,6.33,LK,1605858379
477,Ucluelet,48.93,-125.55,43.0,91,60,4.0,CA,1605858262
478,Petersburg,37.23,-77.4,41.0,74,1,3.36,US,1605858336
479,Andenes,69.31,16.12,36.0,64,40,17.22,NO,1605858379
480,Bara,10.37,10.73,80.42,19,80,9.82,NG,1605858379
481,Saint-Pierre,-21.34,55.48,78.8,54,20,8.05,RE,1605858380
482,Olean,42.08,-78.43,55.4,37,1,11.41,US,1605858210
483,Ipixuna,-1.76,-48.8,73.4,94,40,5.82,BR,1605858380
484,Upington,-28.45,21.26,80.6,30,0,12.75,ZA,1605858380
485,Adrar,20.5,-10.07,67.17,31,6,11.97,MR,1605858381
486,Kumbo,6.2,10.67,70.03,51,81,3.02,CM,1605858381
487,Rosario,-32.95,-60.64,60.8,67,0,10.29,AR,1605858381
488,Tungor,53.38,142.96,23.07,91,61,13.58,RU,1605858381
489,Shiyan,32.65,110.78,53.28,55,84,14.5,CN,1605858382
490,Kokopo,-4.35,152.26,76.89,92,100,2.53,PG,1605858382
491,Port Augusta,-32.5,137.77,93.99,50,3,17.22,AU,1605858382
492,Satun,6.83,100.0,89.6,94,75,10.29,TH,1605858382
493,Sept-Îles,50.2,-66.38,25.0,85,100,2.24,CA,1605858382
494,Ambon City,-3.7,128.18,85.08,68,86,6.76,ID,1605858383
495,Province of Mantua,45.17,10.78,48.0,94,100,1.79,IT,1605858383
496,Norman Wells,65.28,-126.83,-20.2,75,5,2.24,CA,1605858383
497,Bilma,18.69,12.92,67.55,28,0,15.23,NE,1605858383
498,Khor,47.89,134.95,23.38,85,100,6.4,RU,1605858384
499,Atambua,-9.11,124.89,85.5,58,14,1.03,ID,1605858384
500,Port-Gentil,-0.72,8.78,78.8,94,40,3.36,GA,1605858384
501,Seymchan,62.88,152.43,-1.62,89,100,3.49,RU,1605858384
502,Dombarovskiy,50.76,59.54,21.69,87,0,5.5,RU,1605858384
503,Ossora,59.24,163.07,17.51,82,72,4.85,RU,1605858385
504,Adilpur,27.94,69.32,77.0,41,0,9.17,PK,1605858385
505,Jiménez,28.33,-105.4,59.86,57,0,5.21,MX,1605858385
506,Wenceslau Braz,-23.87,-49.8,57.0,99,17,1.99,BR,1605858385
507,Razvilnoye,46.24,41.3,38.01,80,100,19.39,RU,1605858386
508,Vitim,59.45,112.56,7.09,92,100,8.34,RU,1605858386
509,Rognan,67.1,15.39,34.0,81,84,10.67,NO,1605858386
510,Nawabshah,26.25,68.41,77.0,41,0,6.93,PK,1605858243
511,Talara,-4.58,-81.27,67.33,76,100,14.58,PE,1605858387
512,Piracuruca,-3.93,-41.71,75.45,88,100,2.66,BR,1605858313
513,Inuvik,68.35,-133.72,3.2,71,8,2.24,CA,1605858387
514,Nioro,13.35,-15.75,72.45,29,88,3.6,GM,1605858387
515,Tupelo,34.26,-88.7,48.2,57,1,3.36,US,1605858282
516,Kuril'sk,45.23,147.88,41.4,90,100,18.52,RU,1605858388
517,Amapá,1.0,-52.0,70.99,98,100,0.94,BR,1605858388
518,Zhaotong,27.32,103.72,63.79,33,0,9.69,CN,1605858388
519,Anadyr,64.75,177.48,28.4,100,75,6.71,RU,1605858388
520,Vila do Maio,15.13,-23.22,77.0,83,0,16.11,CV,1605858389
521,Saryozek,44.36,77.98,23.0,88,0,5.44,KZ,1605858389
522,Banda Aceh,5.56,95.32,82.81,73,100,4.23,ID,1605858389
523,Jertih,5.73,102.49,86.0,79,40,5.82,MY,1605858137
524,Conceição do Araguaia,-8.26,-49.26,71.24,93,100,2.68,BR,1605858389
525,Puteyets,65.17,57.09,39.24,89,100,17.9,RU,1605858390
526,Green River,41.53,-109.47,28.4,63,1,9.17,US,1605858390
527,Richards Bay,-28.78,32.04,72.54,69,63,11.36,ZA,1605858105
528,Cayenne,4.93,-52.33,75.2,100,90,8.41,GF,1605858390
529,Stege,54.99,12.28,43.0,85,0,1.99,DK,1605858391
530,Anloga,5.79,0.9,78.8,88,20,4.7,GH,1605858391
531,Athabasca,54.72,-113.29,8.6,84,97,3.36,CA,1605858391
532,Upernavik,72.79,-56.15,27.37,92,100,4.76,GL,1605858391
533,Moctezuma,29.8,-109.67,70.03,32,0,6.29,MX,1605858392
534,Florianópolis,-27.61,-48.5,69.01,88,40,5.82,BR,1605858316
535,Ostrovnoy,68.05,39.51,36.7,89,100,18.41,RU,1605858393
536,Mayo,38.89,-76.51,48.99,52,1,4.7,US,1605858393
537,Angoche,-16.23,39.91,89.76,51,0,10.04,MZ,1605858393
538,Fomboni,-12.28,43.74,80.33,80,0,14.7,KM,1605858394
539,Port Moresby,-9.44,147.18,84.2,74,40,17.22,PG,1605858395
540,Stephenville,32.22,-98.2,60.01,77,1,9.17,US,1605858395
541,Oranjemund,-28.55,16.43,73.92,42,0,1.66,NA,1605858396
542,Saquena,-4.67,-73.52,73.38,98,100,3.24,PE,1605858396
543,Najrān,17.49,44.13,73.4,28,0,11.41,SA,1605858396
544,Mana,5.66,-53.78,76.1,89,100,6.24,GF,1605858396
545,Guarujá,-23.99,-46.26,66.0,26,92,2.82,BR,1605858397
546,Sisimiut,66.94,-53.67,27.9,96,100,7.38,GL,1605858397
547,Kenai,60.55,-151.26,26.01,68,75,16.11,US,1605858324
548,Goya,-29.14,-59.26,59.58,88,0,6.11,AR,1605858397
549,Palmer,42.16,-72.33,44.01,56,90,8.05,US,1605858397
550,Santarém,-2.44,-54.71,77.0,94,40,4.7,BR,1605858397
551,Jiangyou,31.77,104.72,62.94,48,77,6.96,CN,1605858398
552,Willowmore,-33.29,23.49,63.61,38,0,10.96,ZA,1605858398
553,Diego de Almagro,-26.37,-70.05,46.0,69,0,0.85,CL,1605858398
554,Appleton,44.26,-88.42,45.0,89,1,8.05,US,1605858323
555,Nelson Bay,-32.72,152.15,86.0,58,13,9.17,AU,1605858301
556,Bulgan,48.81,103.53,14.25,64,6,6.67,MN,1605858399
557,Mataró,41.54,2.44,53.01,78,70,5.99,ES,1605858399
558,Korla,41.76,86.15,36.84,64,30,7.45,CN,1605858399
559,Chupaca,-12.07,-75.28,48.07,75,100,3.96,PE,1605858400
560,Wagar,16.15,36.2,90.66,28,0,3.74,SD,1605858400
561,Karaton,-6.34,106.1,86.0,70,40,11.41,ID,1605858400
562,Merauke,-8.47,140.33,85.06,76,93,18.61,ID,1605858400
563,Vao,-22.67,167.48,73.36,80,80,18.14,NC,1605858400
564,Kodinsk,58.69,99.18,16.16,92,100,9.26,RU,1605858401
565,Khovu-Aksy,51.13,93.6,9.3,89,98,1.81,RU,1605858401
566,Krasnosel'kup,65.7,82.47,12.99,95,100,19.39,RU,1605858401
567,Seddon,-37.81,144.89,66.99,68,100,16.11,AU,1605858401
568,Verkhnyaya Salda,58.05,60.55,26.83,90,89,16.53,RU,1605858401
